Column,expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x
4606,2022-08-04,Armstrong Cable Services,Armstrong Cable Services,122 S Queen Street  Rising Sun  Maryland 21911,Business/Group/Organization,17.5000,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Online Advertising,,Check,,Electoral,,
4607,2022-08-02,Cecil County Sports Blog LLC,Cecil County Sports Blog LLC,79 WILLIAMS LANE  CONOWINGO  Maryland 21918,Business/Group/Organization,100.0000,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Newspaper,,Debit Card,,Electoral,,
4608,2022-08-23,Christie McDevitt,Christie McDevitt,24 S Main Street  North East  Cecil  Maryland 21901,Individual,1000.0000,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Graphic Design,,Check,,Electoral,social media  mailer  flyer  billboard  newspaper design,
4609,2022-08-01,Facebook,Facebook,1 Hacker Way  Menlo Park  CA  California 94025,Business/Group/Organization,19.5800,Hands  Zach Citizens for,Media,Online Advertising,,Debit Card,,Electoral,,
4610,2022-08-17,ScottE Software Development,ScottE Software Development,1913 Strawberry Dr  Finksburg  Maryland 21048,Business/Group/Organization,112.5000,Hands  Zach Citizens for,Media,Online Advertising,,Debit Card,,Electoral,,
4611,2022-07-18,Sqaure Space,Sqaure Space,Internet Domain  Saint Leonard  Maryland 20685,Business/Group/Organization,20.1400,Marchio (Joseph) Parents for,Media,Online Advertising,,Debit Card,Square Space,Electoral,Internet Domain,
4612,2022-08-18,Square Space,Squarespace,Online Billing  Saint Leonard  Maryland 20685,Business/Group/Organization,20.1400,Marchio (Joseph) Parents for,Media,Online Advertising,,Debit Card,Square Space,Electoral,Webpage,
4613,2022-07-15,McKenna Media,McKenna Media,3000 Chestnut Avenue  Suite 101  Baltimore  Maryland 21211,Business/Group/Organization,1192.5000,Maryland Opportunity Inc.,Media,TV,THOMAS PEREZ - SUPPORT,Wire Transfer,,Electoral,Television Shipping Costs,
4614,2022-07-13,Baltimore Sun Aegis,Baltimore Sun Aegis,300 E Cromwell Street  Baltimore  Maryland 21230,Business/Group/Organization,946.0000,Esposito  Frank for Senate 35,Media,Newspaper,,Electronic Check,,Electoral,,
4615,2022-07-15,Bank Of America,Bank Of America,P.O. Box 15284  Wilmington  Delaware 19850,Business/Group/Organization,731.7000,Esposito  Frank for Senate 35,Media,Online Advertising,,Check,,Electoral,Facebook Ads,
4616,2022-07-25,GODADDY.COM,GoDaddy.com,14455 North Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,83.9400,Stokes  Robert Friends of,Media,Media - Website Development,,Debit Card,,Electoral,recurring expense related to maintaining website,
4617,2022-07-18,Northern News,Northern News,930D South Main Street  Hampstead  Maryland 21074,Business/Group/Organization,480.0000,Kiler  Kenneth Citizens for,Media,Newspaper,,Check,,Electoral,,
4618,2022-08-04,Northern News,Northern News,930D South Main Street  Hampstead  Maryland 21074,Business/Group/Organization,275.0000,Kiler  Kenneth Citizens for,Media,Newspaper,,Check,,Electoral,,
4619,2022-07-06,Greenbelt News Review,Greenbelt News Review,15 Crescent Road  Suite 100  Greenbelt  Maryland 20770,Business/Group/Organization,111.3000,Williams  Nicole A.  Friends of,Media,Newspaper,,Check,,Electoral,Advertisement.,
4620,2022-08-15,Harriet Tubman Foundation of Howard County,Harriet Tubman Foundation of Howard County,P.O. Box 1191  n/a  Columbia  Maryland 21044,Business/Group/Organization,100.0000,Team 12A Slate,Media,Book/Brochure Advertising,,Check,,Electoral,,
4621,2022-08-15,Lambda Omega Chapter  Alpha Kappa Alpha Sorority,Lambda Omega Chapter  Alpha Kappa Alpha Sorority,P.O. Box 99  n/a  Columbia  Maryland 21045,Business/Group/Organization,150.0000,Team 12A Slate,Media,Book/Brochure Advertising,,Check,,Electoral,,
4622,2022-07-08,Northern News,Northern News,930D South Main Street  Hampstead  Maryland 21074,Business/Group/Organization,440.0000,Kiler  Kenneth Citizens for,Media,Newspaper,,Check,,Electoral,,
4623,2022-08-01,Apple Outdoor Advertising,Apple Outdoor Advertising,950 Smile Way  York  Pennsylvania 17405,Business/Group/Organization,600.0000,Kiler  Kenneth Citizens for,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
4624,2022-07-15,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
4625,2022-07-18,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
4626,2022-08-21,Constant Contact,Constant Contact,1601 Trapelo Rd  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Guerin  (Michael) Friends of,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
4627,2022-07-21,Constant Contact,Constant Contact,1601 Trapelo Rd  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Guerin  (Michael) Friends of,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
4628,2022-07-05,Constant Contact,Constant Contact,1601 Trapelo Rd  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Guerin  (Michael) Friends of,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
4629,2022-07-18,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
4630,2022-07-18,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
4631,2022-07-18,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
4632,2022-07-19,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
4633,2022-07-20,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75.0000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
4634,2022-08-08,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,44.5000,HoCo 4 Us Slate,Media,Online Advertising,,Debit Card,,Electoral,,
4635,2022-08-11,IHeart Media,IHeart Media,Circle 75 Parkway SE SUI  Atlanta  Georgia 30339,Business/Group/Organization,37499.9800,Adams  Tim(Timothy) Friends of,Media,Online Advertising,,Electronic Check,,Electoral,,
4636,2022-07-01,Creative Print Group  Inc.,Creative Print Group,1560 Caton Center Drive  Baltimore  Maryland 21227,Business/Group/Organization,2268.0000,Guyton  Michele for Baltimore County,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
4637,2022-07-14,WCBM Radio,WCBM Radio,1726 Reisterstown Road  Pikesville  Maryland 21208,Business/Group/Organization,300.0000,Wagonhurst  Rocky (Robert) Friends of,Media,Radio,,Credit Card/MasterCard,,Electoral,Production and media schedule for 12x :30 spots.,
4638,2022-07-14,Buying Time  LLC,Buying Time  LLC,650 Massachusetts Ave.  Ste 210  Washington  District Of Columbia 20001,Business/Group/Organization,50000.0000,Bates  Ivan Friends of,Media,TV,,Wire Transfer,,Electoral,,
4639,2022-07-20,Ohio River South,Ohio River South,115 MLK Jr. Drive SW  Suite 225A  Atlanta  Georgia 30303,Business/Group/Organization,573.4800,Bates  Ivan Friends of,Media,Phones / Robo calls,,EFT,,Electoral,,
4640,2022-07-21,Ohio River South,Ohio River South,115 MLK Jr. Drive SW  Suite 225A  Atlanta  Georgia 30303,Business/Group/Organization,45.3300,Bates  Ivan Friends of,Media,Phones / Robo calls,,EFT,,Electoral,,
4641,2022-08-22,Kathleen Smero,Kathleen Smero,8285 Berryfield Drive  Baltimore  Maryland 21236,Individual,59.0000,Baltimore County Republican Central Committee,Media,Consulting Fees - Media,,Check,,Electoral,Nation Builder reimbursement,
4642,2022-07-13,JASON CHARLES  GALLION,JASON CHARLES  GALLION,PO Box 326  Churchvlle  Maryland 21028,Self (Candidate),2893.0300,Gallion  Jason Friends of,Media,Online Advertising,,Check,,Electoral,,
4643,2022-08-03,JASON CHARLES  GALLION,JASON CHARLES  GALLION,PO Box 326  Churchvlle  Maryland 21028,Self (Candidate),1532.3000,Gallion  Jason Friends of,Media,Online Advertising,,Check,,Electoral,,
4644,2022-07-07,Forever Media of MD  LLC,Forever Media of MD,707 Revolution st  Havre de Grace  Maryland 21078,Business/Group/Organization,1990.0000,Gallion  Jason Friends of,Media,Radio,,Check,,Electoral,,
4645,2022-07-05,Foundation Blue Media,Foundation Blue Media,2961 Eskridge Road  Fairfax  Virginia 22031,Business/Group/Organization,2936.6700,Reznik  Kirill Friends Of,Media,Online Advertising,,Debit Card,,Electoral,,
4646,2022-07-08,Foundation Blue Media,Foundation Blue Media,2961 Eskridge Road  Fairfax  Virginia 22031,Business/Group/Organization,500.0000,Reznik  Kirill Friends Of,Media,Phones / Robo calls,,Debit Card,,Electoral,,
4647,2022-07-15,Foundation Blue Media,Foundation Blue Media,2961 Eskridge Road  Fairfax  Virginia 22031,Business/Group/Organization,1163.2800,Reznik  Kirill Friends Of,Media,Online Advertising,,Debit Card,,Electoral,,
4648,2022-07-23,GoDaddy.com LLC,GoDaddy.com LLC,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,94.3400,Reznik  Kirill Friends Of,Media,Online Advertising,,Debit Card,,Electoral,,
4649,2022-08-01,Web Editor Design Services,Web Editor Design Services,P. O. Box 1595  Amherst  New York 14226,Business/Group/Organization,112.5000,Reznik  Kirill Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,,
4650,2022-08-23,GoDaddy.com LLC,GoDaddy.com LLC,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,94.3400,Reznik  Kirill Friends Of,Media,Online Advertising,,Debit Card,,Electoral,,
4651,2022-07-05,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,322.0900,Boniface  Billy Friends Of,Media,Online Advertising,,Debit Card,,Electoral,,
4652,2022-07-08,Facebook,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,225.2600,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4653,2022-07-11,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4654,2022-07-12,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,900.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4655,2022-07-14,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4656,2022-07-15,Facebook,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4657,2022-07-18,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4658,2022-07-18,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4659,2022-07-18,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4660,2022-07-18,Facebook,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4661,2022-07-18,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4662,2022-07-18,Facebook,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4663,2022-10-06,The BayNet.Com,The BayNet.Com,23316 Three Notch Road  Lexington Park  Maryland 20653,Business/Group/Organization,2250.0000,Morgan  Todd Friends of,Media,Online Advertising,,Check,,Electoral,Political campaign advertising (online),
4664,2022-04-18,CONSTANT CONTACT,Constant Contact,1601 Trapelo Rd  Waltham  Massachusetts 02451,Business/Group/Organization,47.7000,Branch  Talmadge Friends of,Media,Online Advertising,,EFT,,Electoral,,
4665,2022-07-08,A. Northwod Design Services,A. Northwod Design Services,5 N. Main St.  Bel Air  Maryland 21014,Business/Group/Organization,875.5000,Carl Jr.  John Friends of,Media,Graphic Design,,Debit Card,,Electoral,,
4666,2022-08-10,Acton Advocacy Group LLC,Acton Advocacy Group  LLC,3687 Golf Course Road  Martinsburg  West Virginia 25405,Business/Group/Organization,295.6600,Carl Jr.  John Friends of,Media,Phones / Robo calls,,Check,,Electoral,,
4667,2022-07-11,Bi-Plane Aerial Towing LLC,Bi-Plane Aerial Towing LLC,4 Sunni Meadow Court  Perry Hall  Maryland 21128,Business/Group/Organization,1500.0000,Carl Jr.  John Friends of,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
4668,2022-07-11,Shore Media Inc,Shore Media Inc,658 Del Rhodes Avenue  Queenstown  Maryland 21658,Business/Group/Organization,798.0000,Dean  Howard A. Friends of,Media,Newspaper,,Check,,Electoral,,
4669,2021-12-10,Lynde Pratt,Lynde Pratt,1313 W. 40th Street  Baltimore  Baltimore City  Maryland 21211,Individual,225.0000,Shulman  Kathryn Friends of,Media,Media - Website Development,,Check,,Electoral,,
4670,2022-07-05,Authorized.net,Authorized.net,900 Metro Center Blvd  Foster City  California 94404,Business/Group/Organization,10.0000,Boyd  Hank Friends of,Media,Media - Website Development,,EFT,,Electoral,,
4671,2022-07-07,ActBlue,ActBlue,366 Summer Street  Somerville  Massachusetts 02144,Business/Group/Organization,1.1300,Boyd  Hank Friends of,Media,Media - Website Development,,EFT,,Electoral,,
4672,2022-07-11,Vantiv Ecommerce,Vantiv Ecommerce,900 Chelmsford Street  Lowell  Massachusetts 01851,Business/Group/Organization,3.8200,Boyd  Hank Friends of,Media,Media - Website Development,,EFT,,Electoral,,
4673,2022-08-02,Authorized.net,Authorized.net,900 Metro Center Blvd  Foster City  California 94404,Business/Group/Organization,10.0000,Boyd  Hank Friends of,Media,Media - Website Development,,EFT,,Electoral,,
4674,2022-08-09,Vantiv Ecommerce,Vantiv Ecommerce,900 Chelmsford Street  Lowell  Massachusetts 01851,Business/Group/Organization,0.5000,Boyd  Hank Friends of,Media,Media - Website Development,,EFT,,Electoral,,
4675,2022-07-19,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4676,2022-07-19,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4677,2022-07-19,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,500.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4678,2022-07-19,Google Ads,Google Ads,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,1000.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
4679,2022-07-10,Berlin Rosen,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,6269.1800,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,,Facebook,Electoral,Digital Ad Buy,
4680,2022-07-10,Berlin Rosen,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,6269.1700,Maryland Justice & Public Safety PAC,Media,Online Advertising,SCOTT SHELLENBERGER - OPPOSE,,Facebook,Electoral,Digital Ad Buy,
4681,2022-07-10,Berlin Rosen,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,6269.0000,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,,DSPolitical LLC,Electoral,Digital Ad Buy,
4682,2022-07-10,Berlin Rosen,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,6269.0000,Maryland Justice & Public Safety PAC,Media,Online Advertising,SCOTT SHELLENBERGER - OPPOSE,,DSPolitical LLC,Electoral,Digital Ad Buy,
4683,2022-07-10,Berlin Rosen,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,11677.5600,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,,,Electoral,Digital Ad Buy,
4684,2022-07-10,Berlin Rosen,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,11677.5600,Maryland Justice & Public Safety PAC,Media,Online Advertising,SCOTT SHELLENBERGER - OPPOSE,,,Electoral,Digital Ad Buy,
4685,2022-07-10,Berlin Rosen,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,13298.5000,Maryland Justice & Public Safety PAC,Media,TV,ROBERT LEONARD - SUPPORT,,Campaign Ad -Cloud,Electoral,OTT/CTV - Streaming TV Ad Buy,
4686,2022-07-10,Berlin Rosen,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,13298.5000,Maryland Justice & Public Safety PAC,Media,TV,SCOTT SHELLENBERGER - OPPOSE,,Campaign Ad-Cloud,Electoral,OTT/CTV - Streaming TV/Ad Buy,
4687,2022-07-19,Facebook,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900.0000,Boniface  Billy Friends Of,Media,Online Advertising,,EFT,,Electoral,,
